Participant,Run,TaskOrder1,TaskOrder2,W - Text,STD - Clicks,STD - Detections,GD - TotalAnswers,GD - CorrectAnswers
3,1,Familiarization-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask-SmokeTaskA-MainTask-SmokeTaskB-MainTask,,"It was in the year 1895 that a combination of events, into which I need not enter, caused Mr.. Sherlock Holmes and myself to spend some weeks in one of our great University towns, and it was during this time that the smalö but instructive adventure which I am about to relate befell us. It will be obvious that any details which would help the reader to exatly identify the college of the criminal would be injudicious and offensive. So painful a scandal may be well be allowed to die out. With due discretion the incident itsel may, however, be described, since it serves to illustrate some of those qualities for which my friend was remarkable.I will endevaour in my statement to avoid such terms",9,8,59,57
3,2,Familiarization-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask-SmokeTaskA-MainTask-SmokeTaskB-MainTask,Familiarization-MainTask-SmokeTaskB-MainTask-SmokeTaskB-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask-SmokeTaskA-MainTask-SmokeTaskA-MainTask,"It was in the year 1895 that a combination of events, into which I need not enter, caused Mr. Sherlock Holmes and myself to spend some weeks in one of our great University towns, and it was during this tima that the small but instructive adventure which I am about to relate befell us. It will ebe obvious that any details which would help the reader to exactly identif the college or the ccriminal would be injudicious and offensive. So painful a scandal may well be allowed to die out. With due discretion the incident itself may, however, be described, since it serves to illustrate some of those qualities for which my firend was remarkable.I will endevaour in my statement to avoid such terms as would serve to limit the events to any particular place, or give ",6,6,78,76
