Participant,Run,TaskOrder1,TaskOrder2,W - Text,STD - Clicks,STD - Detections,GD - TotalAnswers,GD - CorrectAnswers
15,1,Familiarization-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask-SmokeTaskA-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask-SmokeTaskB-MainTask,,"It was in the 1895 that a combination of events, into which I need not enter, caused Mr. Sherlock Holmes and myself to spend some weeks in one of our great University towns, and it was during this time that the small but instructive adventure which I am about to relate befell us. It will be obvious that any details which would be injudicious and offensive. So painful a scandal may well be allowed to die out. With due discretion the incident itself may, however, ",7,6,121,113
15,2,Familiarization-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask-SmokeTaskA-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask-SmokeTaskB-MainTask,Familiarization-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask-SmokeTaskB-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask-SmokeTaskA-MainTask,"It was in the year 1895 that a combination of events, into which I need not enter, caused Mr. SherlockHolms and myself to spend some weeks in one of our great University towns, and it was during this time that the small but instructive adventure which Iam about to relate befell us. It will be obvious that any details which would help the reader to exactly identify the college or the criminal would be injudicious and offensive. So painful a scandal may well be allowed to die out. With ",10,9,132,115
