Participant,Run,TaskOrder1,TaskOrder2,W - Text,STD - Clicks,STD - Detections,GD - TotalAnswers,GD - CorrectAnswers
10,1,Familiarization-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask,,"It was in the year 1895 that a combination of events, into which I not enter, caused Mr. Sherlock Holmes and myself to spend some weeks inone of our great university towns , and it was during this time that the small but instructive adventure which i am about to relate befell us. It will be obvious that any details which would helo the reader to exactly didentify the college or the criminal would be injudicious and offensive. so painful a scandal may well be allowed to die out. with due discretion the incident itself may, however, be  described, since it serves to illustrate some of those qualities for which my friend was remarkable.I will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place, or give a clue as to the people concerened. we were residing  at the time in furnished lodging close to a library where sherlock holmes was pursuing sime",14,12,123,121
10,2,Familiarization-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask,Familiarization-MainTask-SmokeTaskA-MainTask-SmokeTaskA-MainTask-SmokeTaskA-MainTask-SmokeTaskB-MainTask-SmokeTaskB-MainTask-SmokeTaskB-MainTask,"it was in the year 1895 that a combination of events, into ehich I need not enter, caused mr. shetlock holmes and myself to spend some weeks in one of our great university towns, and it was during this time that the small but instructive adventure which I am about to relate befell us. it will be obvious that any details which would helo the reader to exactly identify the college or the criminal would be injudicious and offensive. so painful a scandal may well be allowed to die out. with due discretion thr incident itself may, however, be described, since it serves to illustrate some of those qualities for which my friend was remarkable.I will endeavour in my statement to avoid such terms as would serve to limit the events to any particular place, or give a clue as to people concerened. we were residing at the time in furnished lodging close to a library where sherlock holmes was pursuing some laborious researches in early english charters, researches which led to results so striking th",10,7,134,128
