Participant,Run,TaskOrder1,TaskOrder2,W - Text,STD - Clicks,STD - Detections,GD - TotalAnswers,GD - CorrectAnswers
1,1,Familiarization-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask,,"It was the year 1895 that a combination ofevents, into which Ineed not enter, caused Mr.Sherlock Holmes and myself to spend some wekks in one of our great University towns, and it was during this time that the small but instructive adventure which I am about to relate befell us. It will be obvious that any details which would help the reader to exactly identify the college or the criminal would be injudicious and offencive. So painful a scandal may well be allowed to die out. With due discretion theincident itself may, however, be described, since it serves to illustrate some of those qualities for which my friend was remarkable.I will endea",14,11,123,113
1,2,Familiarization-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask,Familiarization-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask-SmokeTaskB-MainTask-SmokeTaskA-MainTask,"It was in the year 1895 that a combination of events, into which I need not to enter, caused Mr.Sherlock Holmes and myself to spend some weeks in on of our great University towns, and it was during this time that  the small but intrusive adventure which I am about to relate befell us. It will be obvious that any detais which would help to exactly indetify the college or the criminal would be injudicious and offencive. So painful a scandal may well be allowed to die out. With due discretion the incident itself may, however, be described, since it serves to illustrate somme of those qualities for which my friend was remarkable.I willendeavour in my stetement to avoid such teerms as would serve to limit the events to an",8,7,157,143
